sonda,resistente_exp,sensible_exp
1553282_at,3.036249072,3.048898027
1553284_s_at,3.060711988,2.92260056
1553285_s_at,2.567765558,2.642890082
1553286_at,7.572157656,8.092710629
1553288_a_at,3.541925584,3.586336381
1553292_s_at,6.019415037,5.856764002
1553293_at,3.271246719,3.274112256
1553295_at,2.263489076,2.326021306
1553296_at,2.459930424,2.533120234
1553297_a_at,6.657817333,6.86853292
1553298_at,2.411512625,2.33909505
1553299_at,2.307187458,2.368496272
1553300_a_at,2.768627296,2.740175704
1553301_a_at,3.964396065,3.743899423
1553303_at,3.762793515,3.944018852
1553304_at,4.289149583,4.357719967
1553306_at,3.734102695,3.750921486
1553310_at,2.489989229,2.499835725
1553311_at,6.851319099,6.561091411
1553313_s_at,3.580336117,3.291968065
1553314_a_at,2.659605001,2.708705391
1553315_at,2.536170195,2.567398466
1553316_at,2.576358371,2.665724548
1553317_s_at,2.081413629,2.181891687
1553318_at,3.284266584,3.46460034
1553319_at,2.861745376,2.934797749
1553320_s_at,2.112181258,2.116774523
1553321_a_at,3.096279742,3.025422115
1553322_s_at,2.497919199,2.550748458
1553323_a_at,3.304781552,3.407694821
1553325_at,2.757963254,2.835288985
1553326_at,2.530242082,2.521373704
1553327_a_at,3.115037283,3.197341016
1553328_a_at,5.014577008,4.982980894
1553329_at,2.391575131,2.352696307
1553330_at,2.3829361,2.359934623
1553333_at,2.144890859,2.159872982
1553335_x_at,2.859095813,2.921209567
1553336_a_at,2.903888436,2.881246141
1553338_at,6.970673182,7.180869393
1553340_s_at,5.367484163,5.509310805
1553341_at,3.131226149,3.209644552
1553344_at,2.144465144,2.176714988
1553346_a_at,3.492191483,3.52812251
1553347_s_at,3.578608035,3.558727853
1553348_a_at,4.067889843,4.17939353
1553349_at,6.713051066,6.769303723
1553350_at,3.157849918,3.243718537
1553351_at,2.98804579,3.081700691
1553352_x_at,3.89428567,3.932203789
1553354_a_at,3.916663448,3.955282628
1553355_at,3.187578699,3.191669899
1553356_at,2.312706134,2.247763086
1553357_at,2.433560602,2.424828832
1553359_at,5.884538718,5.963831003
1553361_x_at,5.702772275,5.782102376
1553362_at,2.106306177,2.090969469
1553363_at,3.253321656,3.430019336
1553364_at,2.733850527,2.830901199
1553365_at,2.792013305,2.77148278
1553366_s_at,4.739232944,4.803891669
1553367_a_at,4.844551445,5.016423608
1553369_at,3.915588709,3.927432006
1553371_at,2.842767333,2.987437439
1553372_at,3.886973663,3.961331874
1553373_at,2.95957029,3.013039434
1553374_at,2.190708562,2.215441617
1553375_at,3.541517863,3.499594568
1553376_a_at,2.340714173,2.327646433
1553378_a_at,2.467933733,2.54867755
1553380_at,3.374728469,3.330604144
1553383_at,2.178894353,2.203333548
1553385_at,3.65924894,3.819439742
1553386_at,3.512408692,3.442435013
1553387_at,3.370306018,3.350309337
1553388_at,2.795808837,2.925833427
1553389_at,2.862010627,2.998678692
1553390_at,3.133611117,3.220528542
1553391_at,2.602045272,2.685659433
1553392_at,2.524855274,2.507648871
1553394_a_at,2.378297629,2.500338586
1553395_a_at,4.494146978,4.535501948
1553396_a_at,5.189332014,5.391830353
1553397_at,5.633929397,5.790737124
1553398_at,2.366875163,2.474524177
1553399_a_at,5.40092542,5.526368549
1553400_a_at,3.222652192,3.32322629
1553401_at,2.677019087,2.625012091
1553402_a_at,2.592721973,2.600739459
1553403_at,3.30659205,3.449255465
1553405_a_at,2.774176871,2.865969626
1553407_at,4.443411122,4.352115979
1553409_at,2.38664908,2.352691904
1553410_a_at,3.638973528,3.666645705
1553411_s_at,3.027554564,3.084683088
1553412_at,3.239987358,3.276751613
1553413_at,3.143753278,3.315114372
1553415_at,2.079027788,2.12036924
1553417_at,3.293909314,3.267544173
1553418_a_at,3.623579967,3.693920222
1553420_at,2.403322473,2.422809176
1553422_s_at,4.048099642,4.072697773
1553423_a_at,3.55833731,3.483382296
1553424_at,2.549177029,2.555627188
1553425_at,3.779935284,3.759567935
1553426_at,2.618652336,2.633289413
1553427_at,4.018285087,4.142057868
1553428_at,2.661783286,2.660697224
1553429_at,3.724318995,3.770888203
1553430_a_at,3.882660609,3.824539888
1553432_s_at,4.105328617,4.121177106
1553433_at,2.634734112,2.388252586
1553434_at,2.598167016,2.603516287
1553435_at,3.517734963,3.464512249
1553436_at,3.185004214,3.139553232
1553437_at,3.990972114,4.115400875
1553438_at,5.074673029,5.123977869
1553439_at,3.558316711,3.587497788
1553440_at,2.235858751,2.284466022
1553441_at,2.050783161,2.201814254
1553442_a_at,2.609386598,2.721010629
1553443_at,3.223924152,3.156020328
1553444_a_at,5.184233696,5.274066176
1553446_at,2.547848998,2.546447648
1553447_at,3.122367331,3.100588731
1553448_at,2.655142095,2.651982641
1553449_at,3.098447537,3.117286606
1553450_s_at,2.792689676,2.842247595
1553451_at,3.146992934,3.213582481
1553452_at,2.752229098,2.744061303
1553453_at,3.394662084,3.47577093
1553454_at,2.552301135,2.505132827
1553456_at,3.045441214,3.140742521
1553457_at,4.360630107,4.517316855
1553458_at,3.377787808,3.447257715
1553459_at,3.112451773,3.044434523
1553460_at,3.342268879,3.417615053
1553461_at,2.662071501,2.69369861
1553462_at,2.269445275,2.317833062
1553464_at,5.804888007,5.94639066
1553465_a_at,3.02793735,3.138025664
1553466_at,3.982644221,4.021821626
1553467_at,3.057363367,3.034845049
1553468_at,2.676754688,2.821328842
1553470_at,2.818862585,2.880548778
1553471_at,2.585890318,2.600662103
1553472_at,2.544201648,2.497457667
1553474_at,2.100511755,2.096380421
1553475_at,3.323654026,3.371206015
1553478_at,2.927062074,2.923705264
1553479_at,2.828817414,2.886753079
1553482_at,2.567823577,2.617128896
1553483_at,4.890868199,5.013275715
1553484_at,2.547898973,2.624552578
1553485_at,2.940114001,2.979975445
1553486_a_at,2.725855488,2.740932662
1553488_at,3.958883024,4.052945928
1553489_a_at,2.976721836,3.038856136
1553491_at,3.134943886,3.226046146
1553492_a_at,3.642808066,3.748587577
1553493_a_at,2.66764457,2.788555122
1553494_at,2.129914737,2.20620496
1553497_at,2.248952341,2.302088972
1553498_at,3.581439837,3.683009566
1553499_s_at,6.060713191,6.11238006
1553500_at,2.947424434,2.954989399
1553502_a_at,2.963674176,3.01761722
1553504_at,2.97730292,2.984838523
1553505_at,3.00391563,3.055559601
1553506_at,2.834481157,2.913322164
1553507_a_at,4.050384663,4.131993853
1553508_at,3.010808837,3.042348528
1553510_s_at,5.899638979,5.737520106
1553511_at,4.854800936,4.796803101
1553512_at,3.540128851,3.629675011
1553513_at,2.320934055,2.415211228
1553514_a_at,3.002295448,3.04017157
1553515_at,3.298560595,3.419334337
1553517_at,4.157723394,4.255902333
1553518_at,3.429115129,3.393087507
1553519_at,2.237274999,2.24607341
1553521_at,3.076259798,3.092901989
1553523_at,3.417495061,3.394954339
1553524_at,2.290195563,2.290479983
1553525_at,4.025076766,4.084913033
1553526_at,4.836810386,4.95510353
1553527_at,3.595835295,3.585925231
1553528_a_at,7.340601403,7.322496522
1553529_at,3.204269706,3.305079943
1553530_a_at,7.407637066,7.332932258
1553531_at,2.90282949,2.969811226
1553532_a_at,4.547111493,4.685863199
1553533_at,2.844346215,2.855999441
1553534_at,3.126922269,3.092711192
1553535_a_at,5.900994883,5.962376082
1553536_at,2.997978822,3.032580096
1553537_at,3.473168957,3.56107152
1553538_s_at,13.53960921,13.48228931
1553539_at,4.877048303,4.912297691
1553540_a_at,4.945588271,5.084350063
1553541_at,3.141680703,3.138714839
1553542_at,5.264492097,4.879576313
1553544_at,3.990755564,4.073235499
1553545_at,3.142464744,3.144746254
1553546_at,2.200280102,2.177460226
1553547_at,3.410741559,3.426766932
1553549_at,3.031875974,3.134844322
1553550_at,2.833243797,2.922415983
1553551_s_at,12.52001192,12.43538246
1553552_at,3.238086106,3.279817487
1553553_at,3.015424173,3.011385673
1553555_at,3.272776647,3.356689694
1553556_at,2.242423759,2.345741303
1553558_at,3.454577773,3.486506948
1553559_at,3.426092344,3.479329078
1553560_at,3.276104615,3.270222371
1553561_at,2.616096924,2.505803621
1553562_at,3.624900555,3.652812677
1553564_at,3.110071453,2.985440473
1553565_s_at,3.51575973,3.685100751
1553566_at,4.081961976,4.12190022
1553567_s_at,13.27725025,13.27948008
1553568_a_at,3.189817886,3.245357473
1553569_at,13.08671557,12.99699533
1553570_x_at,13.1320768,13.05484939
1553572_a_at,5.286082378,5.474505589
1553573_s_at,3.360514877,3.529962179
1553574_at,2.508699512,2.567906576
1553575_at,8.118384007,7.888285062
1553579_a_at,2.436140213,2.459677271
1553581_s_at,8.514225396,8.74435784
1553582_a_at,2.927785696,3.007259282
1553583_a_at,4.425236957,4.462224265
1553584_at,4.638010397,4.738006207
1553585_a_at,3.28212508,3.346369576
1553586_at,4.076380558,4.194712075
1553587_a_at,6.424112281,6.771680266
1553588_at,13.58894893,13.59895565
1553589_a_at,4.131021168,4.199928145
1553590_at,5.158653696,5.20600972
1553591_at,4.008055554,4.048871558
1553592_x_at,4.178415457,4.303035681
1553593_a_at,3.26896273,3.391822092
1553594_a_at,5.207987063,5.408715853
1553599_a_at,2.689606394,2.562315975
1553600_at,3.974565131,4.046559254
1553601_a_at,3.009578778,3.07678384
1553602_at,3.359549081,3.550545043
1553603_s_at,4.647474023,4.78515802
1553604_at,1.971184836,2.056157375
1553605_a_at,2.171281849,2.262435335
1553607_at,2.236507973,2.320617282
1553608_a_at,2.610058593,2.625840521
1553611_s_at,4.593587614,4.747038282
1553612_at,4.98223423,4.526219075
1553613_s_at,3.044499035,2.964606128
1553614_a_at,2.687341629,2.596943521
1553618_at,2.995474352,3.072267825
1553619_a_at,3.221118042,3.269255792
1553620_at,2.436914243,2.455539693
1553622_a_at,3.179957774,2.927518482
1553623_at,3.159777132,3.155203283
1553625_at,2.128502816,2.133469529
1553626_a_at,3.484404712,3.632112411
1553627_s_at,2.443411016,2.529070531
1553629_a_at,3.409510367,3.397249198
1553630_at,2.15460879,2.225041075
1553633_s_at,3.471071023,3.610156071
1553634_a_at,3.007076655,2.982361001
1553635_s_at,5.232488761,4.384124661
1553636_at,2.205736407,2.323477832
1553637_s_at,3.568768524,3.697686304
1553639_a_at,4.705047265,4.564873475
1553640_at,3.831884349,3.824024699
1553641_a_at,3.667816303,3.730602527
1553642_at,5.701403145,5.816471577
1553644_at,3.857233277,3.965354866
1553645_at,2.596638877,2.724382126
1553646_at,2.293632275,2.384361869
1553647_at,5.05947581,4.975755455
1553651_at,2.524594996,2.542243942
1553652_a_at,2.629920551,2.606428834
1553654_at,2.246327426,2.251209855
1553655_at,2.695012728,2.70939888
1553656_at,4.877423317,4.923159386
1553657_at,5.758278909,5.820156221
1553658_at,3.170883945,3.233874768
1553660_at,4.424588472,4.407832918
1553661_a_at,4.532998376,4.753786045
1553663_a_at,5.610063195,5.777414919
1553666_at,2.669762169,2.707130072
1553668_at,3.186142126,3.20012587
1553670_at,3.360803023,3.38128854
1553672_at,2.932140082,3.196557867
1553673_at,4.657492072,5.023871946
1553674_at,2.819096027,2.831024305
1553675_at,3.105680697,3.026608178
1553677_a_at,6.854839864,6.380315042
1553678_a_at,8.750461357,8.635680411
1553679_s_at,2.741663334,2.747914025
1553681_a_at,4.603712419,4.676990786
1553682_at,3.185917132,3.084738924
1553683_s_at,3.310530709,3.303231132
1553684_at,3.083228584,3.139449779
1553685_s_at,3.031721691,3.195805821
1553686_at,4.222161669,4.313385689
1553688_at,4.313551625,4.278966213
1553689_s_at,6.350761261,5.912463489
1553690_at,4.850932401,5.013619402
1553691_at,2.599857103,2.620390957
1553693_s_at,5.790072438,5.442524425
1553694_a_at,2.927923536,2.763733712
1553695_a_at,5.336716039,5.389393166
1553696_s_at,5.692323383,5.574649297
1553697_at,2.541073181,2.4787671
1553698_a_at,2.280022936,2.320474316
1553701_a_at,4.300775595,4.367848193
1553702_at,4.41167154,4.528338949
1553703_at,7.512468304,7.852787031
1553704_x_at,7.130687439,7.413221224
1553705_a_at,3.808677514,3.502543937
1553706_at,2.929228221,2.978673832
1553708_at,2.556900859,2.540120121
1553709_a_at,8.299774585,8.311416107
1553710_at,2.656977523,2.706181783
1553711_a_at,2.60391829,2.632173963
1553713_a_at,6.145180638,6.181986483
1553715_s_at,8.224304257,8.389441334
1553717_at,4.301629578,4.381544578
1553718_at,7.687810685,7.791882258
1553719_s_at,6.779186836,6.902818681
1553720_a_at,3.802608539,3.90518512
1553721_at,2.325122023,2.340240064
1553722_s_at,2.537331923,2.490015013
1553723_at,3.194466826,3.220890935
1553725_s_at,4.341177043,4.313164294
1553726_s_at,2.634767659,2.52196544
1553727_at,3.966881514,4.10442953
1553728_at,6.267835314,6.352189375
1553729_s_at,2.804729486,2.945854024
1553730_x_at,5.716646028,5.795482883
1553732_s_at,5.193803388,5.269839136
1553734_at,3.914563031,3.776260817
1553736_at,5.082646862,4.899517991
1553739_at,2.258028845,2.304705569
1553740_a_at,3.473738615,3.590828888
1553741_at,2.919338069,3.027072185
1553743_at,6.61322103,6.65625719
1553746_a_at,2.64559761,2.700104688
1553747_at,2.471720516,2.484074076
1553749_at,6.42330536,6.242140438
1553750_a_at,4.455636466,4.613020191
1553752_at,4.369038258,4.387016746
1553755_at,5.515735651,5.550987609
1553756_at,3.422769949,3.51863285
1553757_at,3.149847701,3.202027748
1553759_at,3.880281826,3.513978221
1553761_at,3.828025399,3.78219026
1553764_a_at,3.375783551,2.997631702
1553765_a_at,2.086204722,2.080788967
1553768_a_at,3.646286342,3.686710932
1553769_at,3.466378031,3.552214265
1553770_a_at,5.078398805,5.033134167
1553772_at,2.789578366,2.716016118
1553775_at,4.289203269,4.226547931
1553776_at,2.183578107,2.223670358
1553778_at,4.595980598,4.637942536
1553780_at,4.967836303,5.043771365
1553781_at,2.388581803,2.259644791
1553785_at,3.651326465,3.615777038
1553787_at,3.244297641,3.076224366
1553789_a_at,4.866790971,5.038615858
1553792_at,2.538320986,2.477029842
1553793_a_at,3.491512492,3.416519865
1553794_at,2.65340812,2.693569526
1553796_at,3.087508285,3.095106187
1553797_a_at,2.479937507,2.447407259
1553798_a_at,2.675910494,2.729886459
1553799_at,2.268221224,2.253303682
1553801_a_at,4.616766281,4.210447807
1553802_a_at,3.580000828,3.668855987
1553803_at,6.70158918,6.806921119
1553804_a_at,3.534700671,3.540956991
1553805_at,3.452297726,3.480204497
1553808_a_at,3.88746725,3.512815737
1553809_a_at,3.609235653,3.666694095
1553810_a_at,3.674914317,3.377545273
1553811_at,2.976392663,3.079922877
1553812_at,3.661093213,3.748006069
1553813_s_at,3.224906551,3.273583712
1553815_a_at,3.968405719,3.847466983
1553817_at,2.372158316,2.362618666
1553818_x_at,3.261096852,3.355655372
1553821_at,3.228062401,3.270278716
1553822_at,2.273313594,2.322799822
1553823_a_at,2.720030391,2.646653528
1553826_a_at,5.509092163,5.609904835
1553828_at,3.721499641,3.78730513
1553829_at,2.429649746,2.460935721
1553830_s_at,2.333035606,2.462187166
1553831_at,4.343283081,4.424822202
1553832_at,4.827082582,4.832824668
1553834_at,4.554549443,4.738179396
1553835_a_at,5.714557509,5.783328606
1553837_at,4.205960735,4.208284141
1553838_at,2.695415256,2.737477604
1553839_at,5.374258783,5.463776304
1553840_a_at,4.77907683,4.794880682
1553842_at,2.745687366,2.718155317
1553843_at,5.13018608,5.21210247
1553844_a_at,3.065712537,3.221036826
1553845_x_at,5.366733227,5.442316547
1553846_at,4.753791075,4.927204238
1553847_a_at,3.620023508,3.743556518
1553849_at,6.131609307,6.049234132
1553850_at,3.196932859,3.178747552
1553851_at,2.268754124,2.337624942
1553852_at,3.410830464,3.515607533
1553856_s_at,3.749299546,3.814568195
1553857_at,5.020078495,5.074882564
1553858_at,5.59280424,5.445204427
1553859_at,2.433652701,2.517262513
1553860_at,4.46118622,4.589745492
1553861_at,3.369817613,3.599899529
1553863_at,4.559447273,4.547942447
1553864_at,2.437762888,2.544212081
1553865_a_at,4.006605505,4.0166879
1553868_a_at,2.045807462,2.037414497
1553869_at,2.836162454,2.818046373
1553871_at,4.618062644,4.696662365
1553872_at,5.059240769,5.170909324
1553873_at,2.301179018,2.357682497
1553874_a_at,3.424349914,3.650258805
1553875_s_at,3.835923396,3.897064863
1553876_at,2.447246933,2.450426534
1553878_at,2.897984136,2.886243483
1553879_a_at,3.376805927,3.394515971
1553880_at,4.315727481,4.295962647
1553881_at,2.924848924,2.745290997
1553882_at,2.690224046,2.585042862
1553883_at,2.287332247,2.117463276
1553885_x_at,2.349315769,2.153733535
1553886_at,2.325783718,2.255761461
1553887_at,2.634467715,2.673889961
1553888_at,4.19779211,4.069293811
1553889_at,3.158749353,3.193583396
1553890_s_at,4.698552903,4.649933025
1553891_at,3.643729015,3.66951206
1553893_at,4.089304919,4.215986453
1553894_at,2.272035817,2.305223248
1553895_at,4.071357308,4.219298685
1553898_a_at,2.371591827,2.524809072
1553900_s_at,4.30304728,4.380007144
1553901_x_at,3.497887378,3.511118869
1553905_at,2.994876872,2.981216739
1553906_s_at,7.281054926,7.668237993
1553907_a_at,2.240496544,2.34866025
1553909_x_at,4.504865533,4.514769087
1553910_at,2.959087411,2.827964275
1553911_at,2.937131275,2.847589148
1553912_at,2.438988716,2.420539944
1553914_at,3.288725054,3.39010238
1553915_at,2.029477475,2.08768643
1553917_at,5.517168341,5.625767039
1553918_at,3.838234386,3.911739691
1553919_at,4.420684777,4.519183289
1553920_at,2.31736893,2.309602336
1553923_at,3.402248941,3.419459588
1553924_at,2.585104966,2.614270395
1553927_at,3.709678903,3.855536794
1553928_at,4.181013729,3.99658276
1553929_at,3.86906667,3.971034314
1553930_at,2.167960805,2.225612287
1553931_at,2.518691381,2.48114163
1553934_at,2.420253044,2.355620278
1553935_at,2.608356334,2.650667577
1553936_a_at,3.874714394,3.910969018
1553938_a_at,2.673114136,2.776295794
1553940_a_at,4.132840441,4.148518498
1553943_at,4.23095094,4.325234945
1553944_at,2.550895552,2.560249903
1553945_at,4.070470043,4.118351331
1553946_at,3.466598756,3.495529059
1553947_at,4.347604941,4.333485035
1553949_at,3.501808772,3.534003094
1553952_at,4.96190907,5.005230932
1553954_at,6.073120046,5.932528205
1553955_at,8.397316819,8.108063239
1553956_at,7.057883477,6.919487878
1553957_at,6.446305573,6.561990826
1553959_a_at,8.045701959,7.613308242
1553960_at,3.009392934,2.847429109
